epoch,accuracy_test_before,accuracy_test_after
0,15.851602023608768,69.64586846543001
1,39.224137931034484,74.13793103448276
2,9.550561797752808,71.91011235955057
3,4.97737556561086,58.144796380090504
4,11.296296296296296,58.88888888888889
5,17.05539358600583,75.21865889212827
6,6.994328922495274,65.59546313799622
7,29.759036144578317,75.42168674698794
8,34.7068145800317,61.806656101426306
9,6.0855263157894735,68.25657894736842
10,19.901315789473685,77.96052631578947
11,11.403508771929824,71.71052631578947
12,20.809248554913296,75.3757225433526
13,56.9164265129683,61.95965417867435
14,9.25925925925926,74.69135802469135
15,0.96,59.36
16,25.391849529780565,66.4576802507837
17,42.93706293706293,59.02097902097903
18,45.21384928716905,70.87576374745417
19,39.14174252275683,58.777633289986994
20,29.7244094488189,58.26771653543307
21,39.606126914660834,74.17943107221006
22,77.27952167414051,77.27952167414051
23,17.88617886178862,77.39837398373983
24,11.888111888111888,53.4965034965035
25,17.79788838612368,57.315233785822016
26,30.74380165289256,71.5702479338843
27,48.47908745247148,54.94296577946768
28,46.63951120162933,78.41140529531569
29,27.395209580838326,59.13173652694611
30,34.75513428120063,62.55924170616114
31,30.989956958393112,73.3142037302726
32,9.686609686609685,70.37037037037037
33,15.36697247706422,63.30275229357798
34,40.04024144869216,59.356136820925556
35,5.150214592274678,45.27896995708154
36,35.202492211838006,58.09968847352025
37,40.42303172737955,66.03995299647474
38,43.20987654320987,61.60493827160494
39,25.561312607944732,71.15716753022453
40,22.51497005988024,64.31137724550898
41,44.09090909090909,64.0909090909091
42,52.30263157894737,73.68421052631578
43,57.23270440251572,74.63312368972747
44,9.861325115562405,56.548536209553156
45,9.272727272727273,74.54545454545455
46,5.660377358490567,67.19883889695211
47,26.014760147601475,58.487084870848705
48,45.49689440993789,68.16770186335404
49,21.02728731942215,73.99678972712681
50,37.41496598639456,67.12018140589569
51,28.000000000000004,50.117647058823536
52,31.289640591966172,71.03594080338267
53,22.330097087378643,68.44660194174757
54,47.35413839891452,63.36499321573948
55,37.69470404984423,62.928348909657316
56,23.44931921331316,68.53252647503783
57,30.51643192488263,53.52112676056338
58,40.59945504087194,71.66212534059946
59,35.645933014354064,53.827751196172244
60,66.12903225806451,70.76612903225806
61,29.655172413793103,70.51724137931035
62,47.99382716049383,78.85802469135803
63,27.66323024054983,60.13745704467354
64,52.69784172661871,70.14388489208633
65,51.52439024390244,66.76829268292683
66,35.828025477707,83.9171974522293
67,43.97905759162304,62.82722513089005
68,55.35714285714286,73.51190476190477
69,58.14360770577933,68.65148861646234
70,4.6538024971623155,52.78093076049943
71,51.08958837772397,70.46004842615012
72,64.13255360623782,67.64132553606238
73,3.482587064676617,58.70646766169154
74,30.782312925170068,59.353741496598644
75,31.360946745562128,75.85798816568048
76,55.7037037037037,65.03703703703704
77,41.30052724077329,67.66256590509666
78,7.417218543046358,67.01986754966887
79,8.712121212121213,69.6969696969697
80,38.61607142857143,56.69642857142857
81,22.868217054263564,66.08527131782945
82,48.45360824742268,58.14432989690722
83,12.390488110137673,63.7046307884856
84,32.55813953488372,83.72093023255815
85,33.437990580847725,69.70172684458399
86,44.97936726272352,71.80192572214581
87,41.5061295971979,76.18213660245185
88,40.73587385019711,60.7095926412615
89,47.953216374269005,67.48538011695906
90,38.62660944206009,53.79113018597997
91,45.2991452991453,76.28205128205127
92,59.35114503816794,68.51145038167938
93,37.755102040816325,70.53571428571429
94,49.534450651769085,60.14897579143389
95,30.342577487765087,64.11092985318108
96,22.65193370165746,55.24861878453039
97,48.36734693877551,75.10204081632654
98,46.9208211143695,63.049853372434015
99,34.82428115015975,64.6964856230032
100,58.139534883720934,79.06976744186046
101,25.70921985815603,66.31205673758865
102,25.595238095238095,54.613095238095234
103,37.97909407665505,65.85365853658537
104,46.83195592286501,70.24793388429752
105,30.133333333333333,65.86666666666666
106,36.57770800627944,65.46310832025117
107,54.17661097852029,76.6109785202864
108,15.221987315010571,46.93446088794926
109,33.43949044585987,71.656050955414
110,48.69684499314129,73.66255144032921
111,33.371428571428574,65.14285714285715
112,58.63309352517986,67.44604316546763
113,19.35483870967742,57.1157495256167
114,38.372093023255815,71.0594315245478
115,45.4954954954955,66.66666666666666
116,21.442885771543086,44.28857715430862
117,32.69230769230769,62.11538461538461
118,66.30952380952381,82.38095238095238
119,39.91507430997877,72.39915074309978
120,15.126050420168067,50.0
121,43.64303178484107,69.8044009779951
122,29.943502824858758,65.16007532956685
123,48.174157303370784,69.66292134831461
124,44.09090909090909,68.33333333333333
125,28.526645768025077,70.0626959247649
126,63.758389261744966,70.63758389261746
127,51.620370370370374,47.68518518518518
128,46.20938628158845,64.25992779783394
129,40.74074074074074,78.3625730994152
130,32.60393873085339,73.30415754923413
131,32.933104631217844,61.4065180102916
132,29.4,61.4
133,63.916256157635466,73.76847290640394
134,12.480499219968799,66.61466458658346
135,24.92997198879552,51.820728291316534
136,25.839793281653744,67.95865633074936
137,4.3478260869565215,52.17391304347826
138,26.07449856733524,67.90830945558739
139,25.196850393700785,68.34645669291338
140,40.7202216066482,71.19113573407202
141,10.675675675675675,57.97297297297297
142,32.57287705956908,61.85044359949303
143,53.51724137931034,68.27586206896552
144,51.55807365439094,66.14730878186968
145,19.541984732824428,63.969465648854964
146,72.22222222222221,73.58674463937622
147,35.22267206477733,77.32793522267207
148,52.17391304347826,72.17391304347827
149,47.57834757834758,78.91737891737893
150,30.36723163841808,65.2542372881356
151,8.051948051948052,66.49350649350649
152,54.421768707483,63.718820861678005
153,18.580645161290324,42.70967741935484
154,40.76305220883534,79.11646586345381
155,40.229885057471265,63.44827586206897
156,41.794871794871796,76.41025641025641
157,19.517543859649123,54.385964912280706
158,40.4399323181049,68.52791878172589
159,62.1301775147929,77.7120315581854
160,35.319148936170215,76.59574468085107
161,38.3448275862069,74.62068965517241
162,69.90049751243781,73.38308457711443
163,46.60326086956522,72.14673913043478
164,7.658643326039387,59.95623632385121
165,50.7183908045977,65.66091954022988
166,62.601626016260155,70.73170731707317
167,23.48367029548989,65.6298600311042
168,11.864406779661017,50.847457627118644
169,61.47959183673469,67.60204081632652
170,27.40076824583867,79.1293213828425
171,33.198380566801625,46.558704453441294
172,59.25925925925925,68.2261208576998
173,22.71973466003317,65.67164179104478
174,40.15748031496063,72.96587926509186
175,2.021772939346812,58.320373250388805
176,54.395604395604394,70.32967032967034
177,39.77591036414566,55.602240896358545
178,41.935483870967744,64.35483870967742
179,41.183723797780516,76.20221948212084
180,24.782608695652176,66.95652173913044
181,29.074074074074076,68.33333333333333
182,22.53787878787879,55.68181818181818
183,46.17737003058104,58.71559633027523
184,33.60128617363344,58.19935691318327
185,33.560477001703575,80.06814310051107
186,22.00854700854701,54.059829059829056
187,11.76470588235294,55.017301038062286
188,36.27450980392157,79.41176470588235
189,57.83475783475783,59.25925925925925
190,47.4934036939314,78.10026385224275
191,39.24050632911392,57.383966244725734
192,36.36363636363637,56.50623885918004
193,48.870636550308014,56.46817248459959
194,24.85089463220676,64.41351888667992
195,24.798387096774192,70.16129032258065
196,37.181409295352324,63.718140929535224
197,31.59340659340659,57.96703296703297
198,26.165803108808287,65.02590673575129
199,37.455830388692576,72.6148409893993
