epoch,accuracy_test_before,accuracy_test_after
0,0.8849557522123894,66.1188369152971
1,15.762124711316398,64.14549653579677
2,11.960132890365449,72.59136212624585
3,9.728033472803348,63.59832635983263
4,54.39411536972513,74.56445993031359
5,17.049808429118773,75.86206896551724
6,15.04028648164727,63.831692032229185
7,70.22804054054053,67.01858108108108
8,21.767441860465116,60.18604651162791
9,41.952506596306065,61.21372031662269
10,34.27689140504375,71.23005661348431
11,14.740673339399454,73.5213830755232
12,51.010101010101,78.4090909090909
13,53.32594235033259,73.17073170731707
14,42.52008032128514,60.893574297188756
15,18.777292576419214,59.301310043668124
16,77.30496453900709,78.61429350791053
17,55.56561085972851,73.7556561085973
18,52.747909199522105,46.893667861409796
19,56.92307692307692,61.59763313609468
20,61.78861788617886,69.44444444444444
21,40.25423728813559,65.78389830508475
22,62.48120300751879,69.62406015037594
23,42.988929889298895,66.35916359163592
24,67.64866339334425,68.0305510092744
25,59.576612903225815,61.99596774193549
26,80.7766990291262,84.02912621359224
27,68.38551258440762,69.18354818907305
28,87.92349726775956,87.21311475409837
29,66.82785299806577,70.11605415860735
30,58.64440078585462,60.26522593320236
31,71.7720391807658,73.28584149599287
32,38.26429980276134,53.9447731755424
33,79.96127783155856,79.96127783155856
34,65.9041394335512,69.66230936819173
35,63.00469483568075,63.00469483568075
36,61.02212051868803,61.784897025171624
37,73.76681614349776,78.81165919282512
38,76.90265486725664,76.90265486725664
39,53.9873417721519,57.08860759493671
40,42.369991474850806,61.38107416879796
41,57.58754863813229,52.06225680933853
42,63.49442379182156,65.50185873605948
43,57.065217391304344,58.399209486166
44,73.11320754716981,76.17924528301887
45,64.14253897550111,64.66221232368225
46,57.635467980295566,56.65024630541872
47,69.67441860465117,71.90697674418604
48,70.042194092827,70.18284106891703
49,73.66720516962843,73.42487883683361
50,70.84493964716806,70.84493964716806
51,81.26626192541197,81.00607111882047
52,78.00925925925925,80.0925925925926
53,59.56756756756757,60.75675675675676
54,58.86524822695035,58.86524822695035
55,63.49206349206349,63.75661375661375
56,88.33746898263027,88.58560794044665
57,52.853792025019544,54.573885848319
58,78.73158231902626,77.64253683536195
59,45.82893347412883,50.404787046814505
60,71.80936995153473,71.80936995153473
61,83.14310798946444,83.23090430201931
62,65.56776556776556,66.52014652014651
63,64.19951729686242,64.60176991150442
64,59.578947368421055,57.89473684210527
65,72.23076923076923,71.23076923076923
66,60.651974288337925,59.825528007346186
67,45.2,49.84
68,65.93337523570082,68.00754242614707
69,76.82165163081194,78.34836918806386
70,53.54025218234724,53.9282250242483
71,72.60748959778086,72.60748959778086
72,80.4147465437788,81.18279569892472
73,67.35445836403832,66.98599852616066
74,52.84926470588235,48.4375
75,71.5969118244616,71.84071515644047
76,65.98114824335904,65.98114824335904
77,53.693407466243045,51.23113582208102
78,81.60575194727382,80.16776512881965
79,64.93368700265252,66.79045092838196
80,73.15217391304348,76.19565217391305
81,64.61159062885326,64.61159062885326
82,50.0,54.49775112443778
83,69.67095851216023,73.03290414878397
84,68.76574307304786,68.51385390428212
85,59.0146750524109,55.87002096436059
86,60.41433370660694,60.41433370660694
87,76.41895845523699,74.89760093622002
88,52.50391236306729,53.44287949921753
89,68.35051546391753,68.35051546391753
90,59.10828025477707,61.01910828025478
91,60.03249390739236,62.55077173030057
92,72.62313860252004,72.62313860252004
93,68.2219419924338,68.2219419924338
94,58.16251830161055,61.71303074670571
95,70.94644167278064,71.9002201027146
96,59.659613615455385,61.82152713891445
97,72.65193370165746,75.89779005524862
98,55.98771750255885,58.341862845445235
99,63.503649635036496,63.503649635036496
100,53.49794238683128,51.74897119341564
101,76.93394560226069,76.93394560226069
102,72.15631542219121,72.4354501046755
103,67.60987357013846,67.60987357013846
104,66.53449643140364,66.53449643140364
105,65.63136456211812,65.9877800407332
106,49.76798143851508,49.419953596287705
107,49.942726231386025,50.97365406643757
108,56.336405529953915,57.776497695852534
109,65.02732240437157,65.12667660208645
110,57.99999999999999,57.99999999999999
111,61.24818577648766,57.47460087082729
112,63.57091432685385,63.57091432685385
113,60.582822085889575,63.190184049079754
114,54.40383463151588,56.20131815458358
115,60.03633060853769,57.49318801089919
116,61.77121771217712,61.99261992619927
117,76.22014537902389,76.42782969885774
118,80.34274193548387,81.04838709677419
119,71.74948944860449,73.72362151123212
120,45.646916565900845,47.64207980652962
121,71.3971397139714,68.64686468646865
122,66.02564102564102,66.10576923076923
123,72.17589082638362,72.17589082638362
124,69.57894736842105,70.47368421052632
125,79.93966817496229,79.93966817496229
126,76.28424657534246,74.82876712328768
127,58.123249299719895,60.64425770308123
128,58.09294871794872,58.21314102564102
129,65.72192513368984,65.1336898395722
130,62.863217576187104,60.52445074415308
131,72.60579064587974,72.60579064587974
132,60.03382187147689,59.2446448703495
133,52.02761000862812,53.92579810181191
134,72.70833333333333,70.83333333333334
135,61.12676056338028,60.4225352112676
136,59.14664051005395,59.14664051005395
137,65.65079365079364,66.0952380952381
138,70.92833876221498,72.31270358306189
139,75.91991341991343,75.91991341991343
140,71.27827459231983,71.27827459231983
141,68.26384567517113,68.20161792159303
142,66.75574559059326,68.62640299305185
143,68.9238845144357,66.61417322834644
144,60.06768189509306,60.659898477157356
145,78.60732232591529,78.10480976310123
146,71.81153533712428,71.81153533712428
147,72.35915492957746,73.82629107981221
148,68.88111888111888,66.43356643356644
149,70.05988023952095,70.05988023952095
150,56.51818553330609,57.00858193706579
151,67.77601690438458,66.66666666666666
152,71.37681159420289,71.37681159420289
153,59.37311633514165,60.57866184448463
154,78.1582054309327,78.1582054309327
155,63.55876559422193,66.11950098489822
156,72.03147353361946,72.03147353361946
157,61.53846153846154,63.86066763425254
158,65.50976138828634,65.50976138828634
159,73.16332726168791,73.16332726168791
160,80.86124401913875,80.86124401913875
161,86.02890571231934,85.61596696490021
162,65.31078610603291,63.71115173674588
163,67.71653543307087,69.5538057742782
164,49.150237933378655,46.9068660774983
165,67.12141882673943,67.93997271487041
166,61.03731815306767,60.27830487033523
167,68.54256854256853,64.35786435786436
168,65.51724137931035,65.51724137931035
169,54.521829521829524,54.36590436590436
170,77.66355140186916,77.66355140186916
171,61.2841399137518,61.76329659798754
172,62.00406917599186,64.64903357070193
173,57.11785297549592,58.57642940490082
174,73.64450730787364,73.64450730787364
175,67.94294294294293,68.46846846846847
176,85.17145505097312,85.72752548656163
177,63.35616438356164,61.3013698630137
178,68.74084919472914,70.05856515373353
179,51.11989459815547,53.952569169960476
180,71.42857142857143,71.42857142857143
181,65.72745901639344,63.729508196721305
182,60.0,59.004149377593365
183,68.22118587608261,67.5549633577615
184,55.92048401037165,59.98271391529818
185,64.30246189917936,65.76787807737398
186,63.57547655847501,59.608449252962394
187,65.73519627411844,65.73519627411844
188,64.6853146853147,64.6853146853147
189,79.96742671009773,79.96742671009773
190,59.76267529665588,59.60086299892126
191,67.10642040457344,67.10642040457344
192,66.43564356435644,65.84158415841584
193,56.173913043478265,51.65217391304348
194,62.11901306240929,63.57039187227866
195,63.29113924050633,63.29113924050633
196,74.31578947368422,76.36842105263158
197,74.37965260545906,74.37965260545906
198,70.85038653933606,70.85038653933606
199,62.59228876127973,63.98687448728466
